Subgroup,Phase,Mean,Range,X_LCL,Center,X_UCL,R_Center,R_LCL,R_UCL,Limits_Source,X_Rules,R_Rules
27,reference,19.998246656425163,0.10320473090621718,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,,
28,reference,20.035594110383176,0.15534703182106924,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,,
29,reference,20.01756352192381,0.09253542543460469,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,,
30,reference,19.98514479922258,0.08486280841993832,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,,
31,reference,19.994392142253197,0.09100787187307802,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,,
32,reference,20.013054578173218,0.10296261346638858,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,,
33,reference,20.00980617518801,0.0586379991017516,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,,
34,reference,19.971287703093388,0.08093987828304705,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,,
35,reference,20.014616569832135,0.07108685920270119,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,,
36,reference,20.01366018832979,0.10314832062041646,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,,
37,reference,20.003222186738935,0.15400968527898584,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,,
38,reference,20.011200681111234,0.10116065055088086,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,,
39,reference,20.01342541677881,0.11430490158239692,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,,
40,reference,20.015844413987914,0.11364966893012607,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,,
41,setup_shift,20.282412206107136,0.1791166716542385,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,T1,
42,setup_shift,20.254688479430918,0.10560004857410732,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,T1,
43,setup_shift,20.28603427163058,0.04064049304204076,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
44,setup_shift,20.269643318969525,0.12095170529139665,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
45,setup_shift,20.285961110377606,0.09871871566043922,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
46,setup_shift,20.23694099131269,0.07817244407002022,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
47,setup_shift,20.263300523013594,0.1063096209570773,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
48,setup_shift,20.302845261524133,0.040007179098946466,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
49,setup_shift,20.262206712514377,0.13345332223522277,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
50,setup_shift,20.259146664308098,0.027371869162074347,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
51,setup_shift,20.259299306455908,0.13892849798424223,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
52,setup_shift,20.24676107822195,0.13674300865976363,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
53,setup_shift,20.288329083322743,0.09210707897686277,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
54,setup_shift,20.248561021824905,0.06771027646841787,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
55,setup_shift,20.279026540018638,0.10122508377494199,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
56,setup_shift,20.268133233729866,0.07969016718442035,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
57,setup_shift,20.226863965216875,0.19237814401129683,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
58,setup_shift,20.265996542780094,0.07171195188515256,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
59,setup_shift,20.255184136759887,0.1380284052652705,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
60,setup_shift,20.24799720466344,0.08831724468308977,19.93582479179539,19.999044996679437,20.062265201563484,0.10960474520450995,0.0,0.23170443136233404,reference limits,"T1,T2",
61,rebaseline,19.99664211367493,0.10455687993513862,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
62,rebaseline,19.967415209810962,0.07581086711546803,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
63,rebaseline,19.976854245108584,0.14580184785553385,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
64,rebaseline,20.00342221439295,0.06295227438626938,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
65,rebaseline,20.012789185437743,0.06410086159695894,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
66,rebaseline,19.996921801891506,0.1595203306095776,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
67,rebaseline,19.999300649118716,0.08355932807009836,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
68,rebaseline,20.027207312968244,0.11071314850401492,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
69,rebaseline,20.02299483412554,0.08986441226467079,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
70,rebaseline,20.00195484303107,0.1009402469413132,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
71,rebaseline,19.976018793016543,0.10129783636341827,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
72,rebaseline,20.02871267523144,0.07799627672758547,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
73,rebaseline,20.010074574254435,0.10097561009116518,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
74,rebaseline,19.973228769585877,0.058837417204109954,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
75,rebaseline,20.009700641457613,0.16539898982556522,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
76,rebaseline,19.996883262771505,0.08039218725965114,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
77,rebaseline,20.004167079229155,0.13744813635286235,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
78,rebaseline,19.993077701155084,0.13766889157090034,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
79,rebaseline,20.02112441045884,0.0654830649153908,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
80,rebaseline,19.989455227417984,0.12711966134997255,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
81,rebaseline,19.99076003098948,0.12565307876191056,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
82,rebaseline,20.00917824923946,0.12405299048497298,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
83,rebaseline,20.00550754879373,0.10873063539105843,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
84,rebaseline,19.99487972471376,0.06609996882503211,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
85,rebaseline,20.012318369962657,0.11417808693816056,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
86,rebaseline,19.980449569268377,0.09007983680081821,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
87,rebaseline,20.01603566207686,0.1290931998915248,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
88,rebaseline,19.981648855997772,0.09442024695096052,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
89,rebaseline,19.95156894707161,0.14150815403703731,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
90,rebaseline,19.99869149132818,0.17405508394755742,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
91,rebaseline,20.012108492358458,0.18304315721807285,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
92,rebaseline,19.96232261124165,0.08246363677430324,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
93,rebaseline,19.989633979310504,0.14709548447331144,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
94,rebaseline,19.999392415713356,0.102173404151646,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
95,rebaseline,20.00239245868952,0.08958923574984112,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
96,rebaseline,20.016485361191258,0.05959523643079834,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
97,rebaseline,19.995295262381436,0.027102199476072286,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
98,rebaseline,19.979142693027146,0.11551981059146144,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
99,rebaseline,20.011139636081896,0.10140208878955193,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
100,rebaseline,20.046672361306953,0.13849287363156293,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,new baseline estimates,,
101,verification,20.045960043594597,0.14701026328805966,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
102,verification,19.998100535972327,0.09840078436875288,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
103,verification,19.960484542089787,0.1730243799229676,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
104,verification,19.99710826378091,0.08737647131130544,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
105,verification,19.996996593480866,0.11819607054241033,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
106,verification,19.99982574439523,0.10016717540581155,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
107,verification,20.02549103348587,0.14658697530800424,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
108,verification,19.97748528948629,0.09412832118834302,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
109,verification,20.022978370620432,0.1178804742123738,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
110,verification,20.021912946635368,0.13516621359766745,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
111,verification,19.985195642608012,0.11414971473677937,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
112,verification,20.01471561231701,0.11231680099067631,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
113,verification,20.015960237345425,0.07282299745832788,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
114,verification,19.992639307589695,0.09580824505553664,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
115,verification,20.00234607471574,0.1863266202393845,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
116,verification,20.007186406475075,0.11825998530319382,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
117,verification,19.98207454829228,0.0651140646977737,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
118,verification,19.98775316297747,0.1373962198925014,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
119,verification,19.99170963031839,0.13237691190460055,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
120,verification,20.00081862704947,0.07400106367728299,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
121,verification,20.006436092747496,0.09889674600427156,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
122,verification,20.039251012046325,0.07553918793188785,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,T3,
123,verification,19.9996074031957,0.09621892304213375,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
124,verification,20.000060969746652,0.0626278477782769,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
125,verification,19.972943313396705,0.12717112238463102,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
126,verification,19.98542470351264,0.12064194566493569,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
127,verification,19.982769015994194,0.07238157790384747,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
128,verification,19.988336376737006,0.08211054864993628,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
129,verification,19.995944773873067,0.09222458651850118,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
130,verification,19.981571861693986,0.14860638918876745,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
131,verification,20.008729586568528,0.13974102643778963,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
132,verification,20.034720261833947,0.07914911715522166,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
133,verification,19.99320865872226,0.08025401623219253,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
134,verification,19.992191373363216,0.11353538913113326,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
135,verification,19.99314741778398,0.05893176638749864,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
136,verification,20.010606535268717,0.0757904268192533,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
137,verification,20.00576989977062,0.09448142200776033,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
138,verification,19.999616153934113,0.1554772822670678,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
139,verification,20.000488247370335,0.05871607438086457,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
140,verification,19.988672950454383,0.14331389024275154,19.937590824987627,19.999089231622072,20.060587638256518,0.10661966695638299,0.0,0.22539397594579363,frozen new limits,,
