Part_ID,Subgroup,Within_Subgroup_Order,Run_Order,Timestamp,Phase,True_Diameter_mm,Diameter_mm,Setup_Code,Diameter_Fail
SPC-031-3,31,3,153,2026-09-07T15:32:00,reference,19.992519644619957,19.99874286553837,VERIFIED_ZERO,False
SPC-031-4,31,4,154,2026-09-07T15:33:00,reference,19.940722389378596,19.945439416419546,VERIFIED_ZERO,False
SPC-031-5,31,5,155,2026-09-07T15:34:00,reference,20.031343602956593,20.036447288292624,VERIFIED_ZERO,False
SPC-032-1,32,1,156,2026-09-07T15:45:00,reference,19.97161683975614,19.968566185317986,VERIFIED_ZERO,False
SPC-032-2,32,2,157,2026-09-07T15:46:00,reference,20.053140895004187,20.063069521145575,VERIFIED_ZERO,False
SPC-032-3,32,3,158,2026-09-07T15:47:00,reference,20.057313486762066,20.059365163070666,VERIFIED_ZERO,False
SPC-032-4,32,4,159,2026-09-07T15:48:00,reference,19.961855300372253,19.960106907679187,VERIFIED_ZERO,False
SPC-032-5,32,5,160,2026-09-07T15:49:00,reference,20.011312125590653,20.01416511365267,VERIFIED_ZERO,False
SPC-033-1,33,1,161,2026-09-07T16:00:00,reference,19.99752236326448,19.984850129951237,VERIFIED_ZERO,False
SPC-033-2,33,2,162,2026-09-07T16:01:00,reference,20.014954553931595,19.997606287817852,VERIFIED_ZERO,False
SPC-033-3,33,3,163,2026-09-07T16:02:00,reference,20.05169732181683,20.04348812905299,VERIFIED_ZERO,False
SPC-033-4,33,4,164,2026-09-07T16:03:00,reference,20.031682895839143,20.025395881464874,VERIFIED_ZERO,False
SPC-033-5,33,5,165,2026-09-07T16:04:00,reference,20.003483486580034,19.99769044765311,VERIFIED_ZERO,False
SPC-034-1,34,1,166,2026-09-07T16:15:00,reference,19.96567699990495,19.964310132755607,VERIFIED_ZERO,False
SPC-034-2,34,2,167,2026-09-07T16:16:00,reference,20.00670848896825,20.00840687044473,VERIFIED_ZERO,False
SPC-034-3,34,3,168,2026-09-07T16:17:00,reference,19.97559074420249,19.971967220891635,VERIFIED_ZERO,False
SPC-034-4,34,4,169,2026-09-07T16:18:00,reference,19.93214339885025,19.927466992161683,VERIFIED_ZERO,False
SPC-034-5,34,5,170,2026-09-07T16:19:00,reference,19.981003852972233,19.984287299213275,VERIFIED_ZERO,False
SPC-035-1,35,1,171,2026-09-07T16:30:00,reference,19.990715668837865,19.985963693882876,VERIFIED_ZERO,False
SPC-035-2,35,2,172,2026-09-07T16:31:00,reference,20.031773297818066,20.027500315598374,VERIFIED_ZERO,False
SPC-035-3,35,3,173,2026-09-07T16:32:00,reference,20.012559650357506,20.01316945538718,VERIFIED_ZERO,False
SPC-035-4,35,4,174,2026-09-07T16:33:00,reference,19.986327404892336,19.98939883120666,VERIFIED_ZERO,False
SPC-035-5,35,5,175,2026-09-07T16:34:00,reference,20.059011407453916,20.057050553085578,VERIFIED_ZERO,False
SPC-036-1,36,1,176,2026-09-07T16:45:00,reference,20.06224708794037,20.058573282466604,VERIFIED_ZERO,False
SPC-036-2,36,2,177,2026-09-07T16:46:00,reference,19.99092546156268,19.993618302505894,VERIFIED_ZERO,False
SPC-036-3,36,3,178,2026-09-07T16:47:00,reference,20.05828100040877,20.054706465861848,VERIFIED_ZERO,False
SPC-036-4,36,4,179,2026-09-07T16:48:00,reference,19.9512119147636,19.955424961846187,VERIFIED_ZERO,False
SPC-036-5,36,5,180,2026-09-07T16:49:00,reference,20.012584278375247,20.005977928968424,VERIFIED_ZERO,False
SPC-037-1,37,1,181,2026-09-07T17:00:00,reference,20.02550096608384,20.030916446206355,VERIFIED_ZERO,False
SPC-037-2,37,2,182,2026-09-07T17:01:00,reference,20.050120754038065,20.067067999537,VERIFIED_ZERO,False
SPC-037-3,37,3,183,2026-09-07T17:02:00,reference,19.92923105437792,19.913058314258013,VERIFIED_ZERO,False
SPC-037-4,37,4,184,2026-09-07T17:03:00,reference,20.027251395757332,20.0340513868226,VERIFIED_ZERO,False
SPC-037-5,37,5,185,2026-09-07T17:04:00,reference,19.971366064215378,19.971016786870717,VERIFIED_ZERO,False
SPC-038-1,38,1,186,2026-09-07T17:15:00,reference,20.034866964560383,20.038643522710757,VERIFIED_ZERO,False
SPC-038-2,38,2,187,2026-09-07T17:16:00,reference,20.032732514293734,20.03644536834767,VERIFIED_ZERO,False
SPC-038-3,38,3,188,2026-09-07T17:17:00,reference,20.006470390864962,20.007453501443592,VERIFIED_ZERO,False
SPC-038-4,38,4,189,2026-09-07T17:18:00,reference,20.043293535574158,20.035978140894272,VERIFIED_ZERO,False
SPC-038-5,38,5,190,2026-09-07T17:19:00,reference,19.938327494648494,19.937482872159876,VERIFIED_ZERO,False
SPC-039-1,39,1,191,2026-09-07T17:30:00,reference,20.049583503567497,20.051175948700717,VERIFIED_ZERO,False
SPC-039-2,39,2,192,2026-09-07T17:31:00,reference,20.042299078298633,20.028965985615294,VERIFIED_ZERO,False
SPC-039-3,39,3,193,2026-09-07T17:32:00,reference,19.94622500860145,19.93687104711832,VERIFIED_ZERO,False
SPC-039-4,39,4,194,2026-09-07T17:33:00,reference,19.993722578428578,20.00132326557876,VERIFIED_ZERO,False
SPC-039-5,39,5,195,2026-09-07T17:34:00,reference,20.050037384838976,20.048790836880958,VERIFIED_ZERO,False
SPC-040-1,40,1,196,2026-09-07T17:45:00,reference,19.990369623399733,20.001935152629162,VERIFIED_ZERO,False
SPC-040-2,40,2,197,2026-09-07T17:46:00,reference,20.055301057445334,20.050331225091778,VERIFIED_ZERO,False
SPC-040-3,40,3,198,2026-09-07T17:47:00,reference,20.04935728513145,20.049252545331587,VERIFIED_ZERO,False
SPC-040-4,40,4,199,2026-09-07T17:48:00,reference,20.03255720485544,20.041021590725396,VERIFIED_ZERO,False
SPC-040-5,40,5,200,2026-09-07T17:49:00,reference,19.941507832242166,19.936681556161652,VERIFIED_ZERO,False
SPC-041-1,41,1,201,2026-09-07T18:00:00,setup_shift,20.40753622221012,20.409885975393987,OFFSET_027,True
SPC-041-2,41,2,202,2026-09-07T18:01:00,setup_shift,20.251199922135356,20.23820066024954,OFFSET_027,False
SPC-041-3,41,3,203,2026-09-07T18:02:00,setup_shift,20.229044890346007,20.23076930373975,OFFSET_027,False
SPC-041-4,41,4,204,2026-09-07T18:03:00,setup_shift,20.275990584253133,20.2875052408616,OFFSET_027,False
SPC-041-5,41,5,205,2026-09-07T18:04:00,setup_shift,20.24022566281143,20.245699850290816,OFFSET_027,False
SPC-042-1,42,1,206,2026-09-07T18:15:00,setup_shift,20.242416292418582,20.23113908560413,OFFSET_027,False
SPC-042-2,42,2,207,2026-09-07T18:16:00,setup_shift,20.210905752748538,20.206994647182896,OFFSET_027,False
SPC-042-3,42,3,208,2026-09-07T18:17:00,setup_shift,20.24165304988667,20.24025538396159,OFFSET_027,False
SPC-042-4,42,4,209,2026-09-07T18:18:00,setup_shift,20.26786178730161,20.28245858464897,OFFSET_027,False
SPC-042-5,42,5,210,2026-09-07T18:19:00,setup_shift,20.313971944778988,20.312594695757003,OFFSET_027,True
SPC-043-1,43,1,211,2026-09-07T18:30:00,setup_shift,20.27408596002709,20.266148530177034,OFFSET_027,False
SPC-043-2,43,2,212,2026-09-07T18:31:00,setup_shift,20.310814175504895,20.30470253169348,OFFSET_027,True
SPC-043-3,43,3,213,2026-09-07T18:32:00,setup_shift,20.294247755861345,20.295179663297883,OFFSET_027,False
SPC-043-4,43,4,214,2026-09-07T18:33:00,setup_shift,20.26214122949019,20.26406203865144,OFFSET_027,False
SPC-043-5,43,5,215,2026-09-07T18:34:00,setup_shift,20.303156529098196,20.300078594333065,OFFSET_027,True
SPC-044-1,44,1,216,2026-09-07T18:45:00,setup_shift,20.30852732379591,20.30838712841963,OFFSET_027,True
SPC-044-2,44,2,217,2026-09-07T18:46:00,setup_shift,20.282447792811187,20.288737353067628,OFFSET_027,False
SPC-044-3,44,3,218,2026-09-07T18:47:00,setup_shift,20.20992530837433,20.216135438029575,OFFSET_027,False
SPC-044-4,44,4,219,2026-09-07T18:48:00,setup_shift,20.320830304232324,20.327954190311093,OFFSET_027,True
SPC-044-5,44,5,220,2026-09-07T18:49:00,setup_shift,20.205701768141427,20.207002485019697,OFFSET_027,False
SPC-045-1,45,1,221,2026-09-07T19:00:00,setup_shift,20.305316245221547,20.298766195801207,OFFSET_027,False
SPC-045-2,45,2,222,2026-09-07T19:01:00,setup_shift,20.336318276568925,20.33030020612784,OFFSET_027,True
SPC-045-3,45,3,223,2026-09-07T19:02:00,setup_shift,20.237014325463967,20.231581490467402,OFFSET_027,False
SPC-045-4,45,4,224,2026-09-07T19:03:00,setup_shift,20.28406548530471,20.284468984443443,OFFSET_027,False
SPC-045-5,45,5,225,2026-09-07T19:04:00,setup_shift,20.286482311392362,20.284688675048127,OFFSET_027,False
SPC-046-1,46,1,226,2026-09-07T19:15:00,setup_shift,20.185663920964195,20.184947818810993,OFFSET_027,False
SPC-046-2,46,2,227,2026-09-07T19:16:00,setup_shift,20.246400404302626,20.25103800241472,OFFSET_027,False
SPC-046-3,46,3,228,2026-09-07T19:17:00,setup_shift,20.24725618226291,20.242642139066326,OFFSET_027,False
SPC-046-4,46,4,229,2026-09-07T19:18:00,setup_shift,20.2742349015995,20.263120262881014,OFFSET_027,False
SPC-046-5,46,5,230,2026-09-07T19:19:00,setup_shift,20.244768084069154,20.242956733390397,OFFSET_027,False
SPC-047-1,47,1,231,2026-09-07T19:30:00,setup_shift,20.245605998468044,20.240945818083983,OFFSET_027,False
