Machine,Diameter_mm
M4,19.988151808199103
M2,20.00562510865013
M1,19.999957675125668
M3,20.25008749327806
M3,20.180910502877335
M1,20.00203676569381
M4,20.005154489765648
M1,20.04060826583556
M4,20.06307676820531
M1,20.03210968724775
M4,20.012288060275004
M4,20.02191508025515
M4,19.998065916873617
M3,20.205561863684864
M2,20.007525085828263
M3,20.207663127016943
M2,20.009127578573104
M4,20.050865347990968
M3,20.144209295094495
M2,20.050462827451764
M3,20.210491178084787
M3,20.191719537786387
M1,19.954209109710245
M1,19.94323482117234
M1,19.99267219366319
M1,19.969265395384102
M2,19.994384260498087
M3,20.2487241296089
M3,20.214561883884496
M2,19.979334178761217
M4,19.995401739747713
M3,20.255082761069296
M1,19.9678057792836
M4,20.040278768250683
M3,20.17151854037899
M3,20.208611858650283
M3,20.260535293463573
M3,20.24614864868492
M1,19.967218860851233
M3,20.24622987821715
M4,20.005445349704225
M2,19.99041231657839
M3,20.213627631558957
M1,19.973312318966222
M2,19.930984028560108
M2,19.968446607515336
M4,19.98768917217698
M1,20.00287888515736
M2,20.02547307981391
M2,20.00824599743602
M4,20.01520431316083
M4,20.01259826674207
M1,19.95542244506056
M1,19.98535812633886
M4,19.973628330823477
M1,19.97516484570642
M4,20.008836824623742
M2,19.977992198599893
M4,19.980700264902307
M2,19.99557819712427
M2,20.027497043222013
M3,20.194689115263337
M1,19.976457303222453
M3,20.18759662036539
M3,20.25508774008504
M4,20.07885665974983
M4,20.023020128257706
M3,20.206075006580345
M2,19.991362166353024
M2,20.00073638290525
M2,19.941698641372906
M4,20.030171588188583
M2,19.963008949123395
M1,19.990454216353633
M2,20.012629294009024
M1,20.00065488198456
M1,19.94861943638548
M1,19.97575171548482
M4,19.97330198402132
M3,20.292088668423776
M3,20.188374947723418
M2,20.01411499542928
M3,20.218776966951093
M1,19.98168798229091
M4,19.979049148716705
M3,20.245587025248597
M4,19.98146918011551
M1,19.929611757016453
M2,19.97709302670088
M3,20.21300722259997
M2,19.984372639400412
M2,20.022008467729915
M1,20.051830023452204
M2,19.96229770367942
M1,19.99941982911497
M2,20.005799464372515
M3,20.18602781953862
M3,20.26333288866945
M3,20.234204975034285
M2,20.01530114188715
M4,20.00495751704735
M1,20.102056200485052
M2,20.001381539249373
M1,20.04752481537692
M2,19.982049166116987
M4,20.05272881519614
M2,20.007258729912177
M4,19.975928876058475
M2,20.0235935356454
M3,20.2532900427
M2,19.979460847397345
M2,20.000264924992837
M4,20.012966056147324
M4,20.002441226293424
M2,20.006599642647277
M4,20.027681290721
M2,20.02264386603293
M3,20.190608930240053
M4,20.01320317913141
M2,20.02023336749744
M3,20.18548506863723
M2,19.897259546939427
M1,19.957551342940675
M1,19.962301079264904
M2,20.018166568162354
M4,20.034934538924528
M1,19.9773866386948
M2,20.05453900783693
M3,20.207073484556897
M1,20.014087946434906
M3,20.236478431950545
M2,19.999499474746123
M4,20.08389361346944
M3,20.214366074289543
M3,20.213808542186623
M1,20.008733821271196
M2,20.00856642707025
M4,19.989941176006493
M1,20.02021334787774
M4,20.066932020704872
M2,19.97232556298365
M3,20.20494030812836
M3,20.209657700798115
M2,20.020344455394536
M2,19.97765597580044
M3,20.269698964671303
M1,19.968353892382837
M3,20.259350119133455
M1,19.91715828871743
M3,20.26348609625408
M3,20.257649781139644
M1,20.01924651915508
M4,20.021328171797432
M2,20.04364853737038
M4,20.02855827990801
M1,20.004336497690755
M1,20.040978636883864
M2,20.016988493880813
M1,20.01421537130356
M2,20.01874152290431
M3,20.231149583609117
M1,19.94508317522299
M3,20.22661933207882
M1,19.963582539514775
M1,19.986482257716688
M3,20.151189647719793
M4,20.0120787364102
M1,19.94591163960613
M2,19.99781194431106
M4,20.020967855866935
M4,19.998270349498124
M3,20.16740315850855
M2,19.95533705787424
M2,19.994154299077135
M3,20.229765529990228
M3,20.21461746919743
M2,20.020475638687824
M1,20.01511350561688
M1,20.006418760736175
M4,20.005213264647352
M2,20.025891906497197
M2,19.968246072882145
M2,20.04584185107696
M4,20.072326406999807
M1,19.955814521217864
M1,19.973912938580355
M2,19.97938228619686
M2,20.12794120743632
M3,20.17261917068118
M2,20.02508925195628
M2,20.03751574925156
M4,20.011597871727428
M1,19.962666731512627
M3,20.2046545311313
M3,20.169602163587548
M2,20.001002060226103
M4,19.998480321380676
M2,19.911225544308664
M4,19.986889612385333
M2,20.06469717598652
M3,20.169848996189245
M3,20.26423209650981
M4,20.02442376945471
M2,19.9965522705577
M2,20.01879683305167
M1,19.97203794119375
M2,20.070584986907317
M4,20.000863975504263
M1,20.062292636515537
M4,19.98852474402461
M3,20.250298592886704
M1,19.9860080198499
M2,19.981373166663584
M3,20.260292602968185
M2,20.022371903690928
M1,19.97596604330827
M3,20.235086919739533
M3,20.300533454736012
M1,19.99337136677322
M2,20.024913923831683
M1,19.976450389508805
M3,20.195083389861228
M3,20.24771634000837
M3,20.111711980468495
M4,20.00926707886582
M4,20.017961115847186
M2,20.002331353601768
M1,19.989525391557816
M3,20.13293319301744
M4,19.973365543770715
M4,19.9555236628907
M1,19.958144218695978
M1,20.003240954720376
M1,19.999937481702297
M1,20.003471807349484
M3,20.214896229219896
M3,20.18857495728114
M2,20.03092169791691
M2,19.9915547522245
M4,20.00474827497062
M2,19.98236299660591
M4,20.01258851628568
M4,19.99196550787908
M2,19.986215792814257
M1,19.993109517752316
M4,20.0117637115534
M3,20.302990030793296
M2,20.004176855220525
M3,20.237122829558068
M3,20.181726585047812
M4,19.93247029692137
M2,20.00788430958963
M4,19.96392654276958
M4,20.02384670658575
M1,19.98269351294818
M1,20.02753907833961
M3,20.209573773827355
M1,19.981011840020727
M2,19.98774208041107
M2,20.035564307051228
M4,20.035173153059
M4,20.031327469539875
M1,19.9842278381277
M4,20.08004508330404
M1,20.0140286915355
M3,20.230353729085124
M4,20.027775940797895
M4,20.050477596029715
M1,20.006841369255387
M4,20.095546771422928
M1,19.930510137156528
M3,20.217829960650825
M2,20.029350912947585
M2,20.028576033219647
M1,19.98052621622687
M4,20.050609798224983
M2,20.0005433496317
M3,20.219568128013595
M2,20.018293798266523
M2,19.95557557083783
M4,20.04819738575073
M1,19.979421127436805
M3,20.23840055045962
M3,20.22877695692871
M2,20.028459360689126
M2,20.010347381175414
M1,19.960932856268084
M4,20.021946805365797
M4,19.966115741560508
M1,20.016306807849585
M1,20.00237330440572
M1,20.055297549920574
M1,19.95914206293972
M4,20.041075143874945
M4,19.99103099865681
M1,19.983423254149223
M3,20.28369751447212
M1,20.005715784104268
M2,19.98804895520314
M3,20.243481636539816
M3,20.220693217075564
M4,20.050303245606592
M1,19.951953748388934
M1,19.955928389430465
M2,20.001268808237324
M2,19.99276097894331
M4,19.98529874093702
M4,20.012817723632494
M2,20.076812171148415
M4,19.9648067533757
M2,19.915070675154695
M3,20.18332312140096
M2,19.990293172352448
M1,19.98467229023416
M4,20.011859512225257
M1,20.009315822611875
M1,19.985905088831753
M1,19.952173811774447
M2,20.028030149446284
M1,19.967796840845757
M1,20.031035211702836
M3,20.284788932186835
M4,20.01154516907658
M1,19.9688691038218
M2,19.990791581059938
M3,20.200368540457813
M4,19.98360956196146
M3,20.234923264881573
M4,20.023591683276692
M3,20.239036945879644
M2,20.042762513702392
M1,19.993081782905936
M4,19.964607077543203
M4,19.998653847392507
M1,20.035462398293877
M3,20.172751083947286
M1,19.955303150444696
M3,20.273575741096508
M4,20.047332475199227
M1,20.018453144193973
M2,20.006328704807085
M1,20.02118198731333
M3,20.16910177170533
M4,19.9817379916783
M1,19.973937572513396
M2,20.03126982282065
M4,20.029940333768913
M2,19.99448055459137
M1,20.030108856158016
M2,20.02200556748828
M3,20.182042683054405
M3,20.236950374392855
M2,20.014464894321986
M4,20.033011199675443
M3,20.214776214876593
M2,19.970334347342423
M4,19.99532963795729
M4,20.04798111245414
M2,20.02581337798423
M1,19.96363720288573
M3,20.19556394633887
M3,20.223021168317025
M1,19.972654357376612
M3,20.26428869343318
M4,19.99166060046546
M1,19.996657424118293
M3,20.222320984890818
M1,20.011707129245796
M3,20.199591071823782
M2,19.945493020715357
M1,20.00711197518079
M4,20.02001035389777
M1,20.02457043206376
M3,20.24687186907046
M1,20.002139587982036
M4,19.98417135771924
M3,20.22503380032345
M4,19.981708402002624
M2,19.981635740225425
M2,20.005044811264295
M3,20.22459503459372
M4,19.9612885603706
M4,20.045335619497305
M1,20.000625338984996
M3,20.208024931216027
M1,19.932066287131363
M2,20.02845087088218
M4,19.97767702774727
M2,19.981267753381616
M4,19.978119901994535
M2,19.997266121933745
M1,19.959983064413095
M2,20.02222872112553
M3,20.188931369506346
M4,20.03158264776075
M3,20.323891655071495
M4,20.03302510565248
M4,20.01070909422715
M4,20.08499609562552
M3,20.191300232501327
M2,19.97081976786395
M2,20.04450140824773
M1,19.980258854021784
M2,20.037425825305213
M4,19.97637475648048
M2,19.927545092414466
M1,19.978139150585573
M3,20.17326611307919
M4,19.960662522366356
M4,20.008232793562357
M2,19.941393037099672
M2,19.98931736391546
M3,20.251394247147054
M1,20.003986725601816
M2,20.022272783648617
M1,19.98318721488665
M4,19.97830276385749
M3,20.23663334323964
M4,20.00577327418705
M4,20.0164905690067
M4,19.992866775521097
M1,20.03063141442269
M4,19.96297476760804
M1,19.99557505570259
M2,20.05711022327312
M3,20.229153806637452
M2,19.9968910996443
M1,19.98635005368775
M1,20.01212947587527
M4,20.020632510035465
M2,20.015538808269156
M2,19.99541075692445
M4,20.026640672428943
M1,19.97641134389332
M4,19.939323366774833
M4,20.005042686558305
M3,20.2027169919232
M1,20.00010241308731
M1,19.97545974944491
M2,19.974801142008044
M3,20.2251934195088
M1,19.966466500014572
M2,20.009782258307556
M1,19.972563831858693
M3,20.184021200825324
M1,19.935237082336993
M3,20.21094928389359
M1,19.99546559492894
M1,19.950762886383995
M1,19.991341116254286
M4,19.97723184195006
M1,19.99510544344195
M2,19.97299487003638
M3,20.227610004010025
M3,20.229426543847424
M3,20.239590288639903
M4,19.98493227281233
M2,19.992073631666734
M4,19.99015005948193
M2,19.965509917460757
M4,20.010035017629587
M3,20.32643325376344
M3,20.172521813033296
M4,19.941776083517546
M4,20.08120848845096
M4,20.027355065838353
M3,20.17194585328302
M1,20.001195004762653
M2,19.97137374761988
M1,19.96556275113786
M4,20.030401376495465
M1,19.960244331091573
M1,19.99241137800462
M1,19.988800222232125
M3,20.270661770303796
M3,20.27271574701925
M4,20.02257644232691
M2,20.041661316727023
M2,19.98479152426083
M1,20.002880235075366
M1,20.00497497710377
M2,20.020519349577295
M4,20.02770373233004
M3,20.27140458419661
M4,20.01681037687348
M1,19.995625692712174
M1,19.985267545637715
M4,20.02350330609579
M1,20.035941137113365
M1,19.9653348906678
M2,20.027034515200597
M4,19.993960427207995
M3,20.27488366516525
M1,19.991598694288133
M4,19.987482379501035
M4,19.970868016309275
M4,20.02140542274261
M4,20.03935713209772
M1,19.983075905058275
M4,20.027209632336785
M2,19.968144064622624
M4,19.956147786976857
M3,20.22654909449667
M4,20.02061013444735
M3,20.176308149753233
M3,20.239171256903436
M3,20.278632922849805
M4,20.047979985018426
M3,20.295442269497222
M1,20.01654159780966
M4,19.997367689902553
M3,20.19332184486094
M2,20.028345804746763
M3,20.219473473314626
M4,19.994405882741574
M4,20.03208613362151
M4,20.011026810624557
M2,19.939410437978054
M4,20.001658285854216
M2,19.992575779439665
M3,20.26701298492351
M3,20.147126782748785
M1,20.07318729386711
M2,20.041884107887405
M1,19.93722170053255
M1,19.964076171862093
M2,20.041299435779727
M2,19.961229404741555
M1,19.96673261128906
M2,20.089371655414993
M3,20.208106854041937
M1,19.934334964781915
M2,20.02309897377415
M2,20.01211719082168
M3,20.30808165095631
M2,20.003439996735853
M3,20.25866678441055
M2,20.014363944205943
M2,20.00494042809491
M2,20.0001678656762
M1,20.03391063237199
M3,20.218215868040023
M1,19.964024830904332
M2,20.01115770655648
M4,20.029000523149183
M4,20.006208319126916
M3,20.16844417264441
M4,20.01015136863631
M4,20.011645392418732
M2,19.988448834549786
M4,20.006916920910935
M2,19.98885021455852
M2,19.986127334712588
M3,20.260474746482956
M4,19.96170367999993
M4,20.04357047876328
M2,20.02874160959243
M3,20.225389979135624
M1,20.02234463309535
M4,20.014310134369296
M3,20.199047460832137
M3,20.19712966955836
M4,19.96246117297849
M3,20.23505040827379
M1,20.051252823947824
M2,20.0186402118534
M1,20.035991284090745
M3,20.2513624909594
M1,19.96144084205689
M1,20.000729188492013
M3,20.2486780785432
M3,20.21478464367045
M3,20.227343254660717
M4,20.050389414661783
M4,20.005672022876244
M1,20.04345078361815
M4,20.012948097186317
M3,20.22463637082456
M3,20.252137550473208
M1,20.004130636886543
M3,20.23946298314824
M3,20.280171401209877
M3,20.25404322747619
M1,19.99378768895675
M3,20.181323964244044
M4,20.066062230576197
M3,20.238218330411993
M1,20.050957925382185
M4,20.01318293600367
M4,20.05627159194942
M1,19.97391131024447
M4,19.988051553693335
M2,19.99631461730066
M3,20.20047769227353
M2,20.034944451017807
M4,19.986406020627182
M4,20.00231481030995
M4,19.94980601610839
M4,20.02729521639463
M4,19.996916012136804
M1,20.07760967076615
M2,20.03147236434656
M3,20.27187812747732
M3,20.165407087045857
M1,19.943779267246757
M1,19.94420587856045
M3,20.19672065113028
M3,20.280295088468577
M1,20.058278828953043
M1,19.987935241971705
M1,19.945497915080978
M3,20.23579673470067
M1,20.006260632195453
M3,20.19963834586416
M2,19.96902446698683
M2,19.99594279146822
M3,20.207290170910913
M3,20.191362773078396
M3,20.27533091233824
M4,20.033045710286945
M4,20.047395322035197
M4,20.01417007490968
M3,20.17749369851005
M2,19.962514047866108
M1,20.01874919996553
M3,20.2239454958946
M1,19.98169135422036
M4,19.994384668802773
M4,19.97423656906289
M1,19.96020585413807
M4,19.99082404568784
M1,19.979870310079654
M3,20.201098138147835
M1,20.050411779084477
M2,20.03273943102163
M3,20.236072996821164
M3,20.184445484908725
M2,20.053636480511308
M4,19.984486933201623
M4,20.042990268979743
M1,19.97478059602788
M3,20.171668880746147
M3,20.252428626307612
M2,20.021508124345125
M3,20.223754903619692
M4,20.02570312147634
M4,20.014244707766732
M4,20.031125184791907
M3,20.15642051337996
M2,19.96307956361646
M4,20.00880057840804
M2,20.0017326410526
M3,20.17901126616878
M2,19.995375608845535
M2,20.00104233437541
M1,19.997388050988544
M4,19.95916212142122
M1,19.994388120992216
M1,19.923648465443993
M4,19.99478072501376
M3,20.182312425626765
M2,19.987662992880445
M3,20.161790318950057
M2,19.99789030734262
M1,19.98262976306613
M3,20.230939848569975
M1,20.04324566290321
M3,20.210605254978564
M4,20.028009036332396
M4,19.99060068925076
M2,20.026003720179936
M4,19.94789908798974
M3,20.189310937437323
M2,19.97774557198908
M1,19.986519278782023
M2,19.991747780275936
M3,20.2161311281043
M4,20.034991090821347
M1,20.052398607664955
M3,20.173073808050667
M4,20.06571647190906
M4,19.99584098489014
M2,19.965627727097797
M1,19.958925149684603
M2,19.992120107481767
M4,20.032990421833563
M4,20.01457597327347
M3,20.218378620933784
M1,19.957783874779732
M1,19.97932964956176
M2,20.036671030802022
M3,20.24628207220101
M1,19.92835068853188
M3,20.279137981285512
M3,20.239789026464255
M1,19.993308332911433
M1,20.002072720903115
M2,20.00487045177039
M3,20.275223778010066
M4,19.990708111467168
M2,20.009877178303757
M2,20.019732591301853
M4,19.980111365247097
M2,19.988069191340827
M2,19.98970755140906
M2,19.990682002063892
M1,19.99524963231966
M2,19.980420428234503
M3,20.255277458514097
M4,19.979291092893483
M3,20.184350388040716
M4,20.068286514074742
M3,20.29415923006921
M1,20.004857756194973
M2,19.985071207954164
M4,20.011662421884605
M1,19.984973757104623
M4,19.98441983835174
M3,20.229766624957776
M2,19.965579617460396
M4,20.00094969851786
M4,20.02621315033196
M1,20.016058124221363
M1,19.95582058491818
M3,20.19628879458423
M4,19.977438318467193
M1,19.955461867053003
M3,20.173256720491988
M1,19.980107437369877
M3,20.191369693606404
M3,20.295478790201823
M1,19.976259127882923
M3,20.22231104380083
M4,19.95651964742391
M4,20.009722989259615
M1,20.030372726243804
M1,19.981591902616735
M1,19.97453611749247
M2,19.98683225740745
M1,20.00699679611388
M4,19.977081325027857
M4,20.042952747524716
M4,20.04914040672448
M1,19.993601448841275
M1,19.94539730645428
M4,19.98055001515689
M2,20.075057647904607
M3,20.19202898244644
M4,20.030124759184503
M1,19.94448654310917
M1,19.9723089352868
M1,20.02376684395824
M1,19.976006591644733
M1,19.96386605581168
M4,20.009349658132553
M3,20.21390207235112
M4,20.060127079847344
M4,19.998449831653087
M4,19.988381973195803
M1,19.999708819349653
M2,19.964771594751188
M4,19.934913937808787
M1,19.957881656226387
M1,19.946005548385504
M3,20.216553568494476
M4,20.04518375031768
M4,20.00613153467631
M4,19.997899409924173
M1,19.982913364628352
M4,20.012464489420186
M4,20.05705805108946
M3,20.246190612968434
M4,20.058141577262347
M4,19.96621118063856
M2,20.00959829305912
M1,19.98064081929202
M2,19.94974798934788
M1,20.027551604150407
M1,19.999987063858526
M1,19.998245411707583
M3,20.20479539251195
M3,20.242654599473088
M3,20.21353647329439
M3,20.19329614366753
M3,20.239510189585666
M3,20.30972455107572
M1,19.97696786034942
M4,20.001560150287084
M2,20.020623922512137
M1,19.96353765172665
M4,20.0612187511774
M3,20.21244239694172
M1,20.02513460362444
M1,19.95854670271325
M1,19.975780273496795
M2,19.971041415738803
M1,19.98842095265267
M3,20.165551349562563
M3,20.220504678248687
M4,19.98825912240651
M3,20.160514782493376
M3,20.189249977823163
M3,20.254682889117397
M1,20.068220278440144
M1,19.998288930750576
M3,20.31024116072468
M1,19.94492897477604
M1,20.01244181711303
M1,19.954694034842273
M4,20.015263994248468
M2,19.947882890434418
M3,20.132788770451985
M2,20.00065033911243
M1,19.965986712237303
M2,19.956669093626875
M1,19.979645189737496
M4,20.03283849698733
M1,19.980286732721424
M2,19.95182941202985
M4,19.970263547798503
M3,20.228782753569575
M2,20.044141697547083
M3,20.23793079108774
M4,20.089854029189173
M2,19.999868903890057
M3,20.185681151352693
M4,19.96930763840167
M3,20.253081734089417
M2,20.00130054502536
M1,20.02751256320683
M1,19.966172326397302
M4,19.982038538331928
M3,20.28790004704121
M2,20.046465683226575
M2,20.05749451345547
M3,20.18047237620484
M3,20.155783880986956
M3,20.216989024701444
M2,19.96553748499467
M3,20.24497275709081
M2,19.955974284187175
M4,20.03191381059904
M1,19.958714768758647
M1,19.942417387163218
M2,20.033185692208757
M3,20.222717617402903
M3,20.24404654449021
M2,20.041745336977907
M4,20.048608010403683
M2,20.02567809663637
M1,19.99147328599077
M1,20.037786911875635
M4,19.96429084608755
M1,19.971955344177108
M4,19.957332366028215
M2,19.997326971553267
M1,19.967653416497978
M2,20.02924436058546
M3,20.194369034869965
M2,20.05937894852305
M4,19.988316312131364
M3,20.254432731860597
M2,20.062780890133883
M3,20.219417605623505
M4,19.987984763625867
M2,19.989162363585212
M1,19.971564805086416
M2,20.034741002863907
M4,19.991756675234388
M1,19.969654265082557
M4,20.013738602637797
M3,20.202722920462055
M3,20.221773242026583
M2,19.99464261624003
M4,19.979684483761066
M1,19.972895062680823
M2,20.00228649855069
M2,20.02648149318876
M2,20.03885119257256
M2,20.003562916971216
M1,20.022709758190807
M1,20.021055192250586
M1,19.96342757081641
M3,20.269446509575296
M2,20.013101754543964
M3,20.221368270221657
M3,20.21426911752273
M3,20.195397239494625
M3,20.22041269409236
M3,20.188268258668188
M3,20.239131591338133
M3,20.22953493476468
M3,20.260483886519367
M2,20.0258789449684
M1,19.996129121574302
M4,20.02122322536663
M2,20.056801036110343
M3,20.29276887535806
M1,19.94900039061743
M2,19.92859839246926
M3,20.220563736912528
M3,20.223239400857818
M3,20.222632461198877
M2,19.99319280123256
M4,20.053821222224837
M3,20.25707999506487
M4,20.002530406567217
M3,20.267346218569497
M3,20.277700556852228
M4,19.97392647317107
M1,19.997963111103267
M4,20.01907715410534
M4,20.06407025042499
M3,20.240181668275028
M3,20.253770036672723
M3,20.23048372354892
M2,20.02630337163167
M4,20.00143054915289
M1,19.986950970455027
M2,19.98815797142788
M3,20.267167923905863
M4,20.02592851064422
M2,20.026611810787905
M2,20.014370751782963
M1,19.96995564012327
M1,20.00614166950863
M1,19.978139244922787
M1,20.016110709229256
M4,20.04356315729095
M4,20.001964724613412
M4,19.9974879744401
M1,19.965274250970957
M1,20.031438385106227
M2,20.01838879753057
M3,20.250222682970247
M2,19.970109971630205
M2,20.01983853391326
M1,19.944003496600637
M3,20.239663575584412
M2,19.974220685809435
M1,19.951312614553945
M3,20.224516506774695
M4,19.98920283986542
M1,19.95748172096237
M2,20.06993560712107
M4,20.043766581364824
M3,20.28270932316441
M4,20.042223359300163
M2,19.979673178866616
M2,20.069844984581717
M3,20.253922145349385
M1,19.967788659145423
M1,19.95331298058891
M3,20.275944356146887
M3,20.141442078296564
M1,20.00691670526708
M3,20.199801382151872
M2,19.96740717209511
M3,20.23698846734384
M4,20.036191275562672
M1,19.9626144313761
M4,19.977928521605715
M2,19.953794770951713
M4,19.98606343099094
M2,19.996633618963735
M2,19.997464282908673
M4,20.00260257426344
M3,20.231463209289043
M1,19.99672519493167
M3,20.189036521355497
M4,20.002475130147868
M2,20.014675979868095
M4,20.032927543488732
M3,20.200350378662076
M2,19.987103225358613
M1,19.998214037046747
M3,20.19704965890259
M1,20.01080852621861
M4,20.069435355368192
M3,20.22663713543153
M2,19.987287430918773
M1,19.960636807854716
M3,20.211536676144306
M1,19.951208394255765
M2,20.00150246440181
M4,20.014418886740025
M4,19.978345653317536
M4,19.98613779096307
M4,20.03494871717573
M3,20.184498552741392
M1,19.98931971186824
M4,20.03213499694361
M4,20.042344905595204
M4,19.963969288762495
M3,20.257528154979315
M1,20.00073428553769
M3,20.19835491383668
M2,19.996682996719727
M4,20.043028757198947
M2,19.93769502735316
M2,19.968462027399777
M1,19.956635910124614
M4,20.03687419348837
M4,20.0545488368384
M1,20.02427614891041
M2,19.971060819973815
M2,20.033998371207172
M2,19.987134834848124
M4,19.98969031104707
M1,20.00015210632746
M2,20.05022776876522
M1,19.991699312015943
M1,19.931693753288
M4,19.95620013531819
M4,19.97043261291838
M1,20.018071703674472
M3,20.208357841101176
M1,19.96634906478953
M1,19.94955232131245
M2,19.973179963390912
M1,19.958509124121232
M2,19.945387776446104
M4,19.99959796955146
M3,20.25367946369826
M3,20.23639359041454
M2,20.015413281999106
M1,20.009559995909864
M1,19.993766197672574
M2,19.956739532655657
M1,20.00204787488799
M4,20.024800392747796
M4,20.00946992845496
M4,20.005968013734833
M3,20.26697608858108
M3,20.202081073625664
M3,20.178769665638725
M2,19.988847547609044
M3,20.2220410229213
M4,20.0268425450388
M4,20.002826380132024
M3,20.227004210037293
M1,19.96058201134616
M3,20.248556400891935
M2,19.998980006584222
M3,20.20073024470302
M3,20.2074540888004
M4,19.96079276208516
M2,20.064930572710125
M4,20.034181959655868
M4,20.013311454086494
M2,19.97034764868094
M2,20.03538125146116
M3,20.228913247694567
M4,20.084779168003244
M3,20.23122084387024
M4,19.978393834598737
M2,20.01524992327154
M3,20.19319840382929
M2,19.96323937133365
M4,20.002767438033825
M2,19.97597756050978
M3,20.21967576539898
M1,20.00748876371983
M4,20.033768791906382
M2,19.985291401429127
M2,20.03238051009443
M3,20.245661701082273
M2,20.03405835194977
M4,20.03237377998432
M3,20.263826665565453
M3,20.252037710122707
M1,19.920738366253858
M1,19.970541666971656
M2,20.0380823754444
M4,20.067146953217257
M4,20.05878319406052
M3,20.25448489750209
M3,20.254718808395396
M2,19.994972715351327
M1,20.079449530043934
M1,20.031123671762018
M2,19.97740300469162
M2,19.93240975649439
M1,19.991656988328753
M2,20.019377490245382
M1,19.98395391068101
M3,20.228050499579055
M4,20.05015112669459
M3,20.25125926347807
M2,20.08160617945317
M2,20.014119691731917
M2,19.99467927281833
M1,19.989714367562893
M3,20.219928783831488
M3,20.227730768131774
M1,19.991194007954658
M2,20.03830322650804
M2,20.05698591386703
M1,20.045282914422483
M3,20.173920009906876
M3,20.23370035489431
M3,20.264166946454512
M3,20.21399929386968
M4,19.97412837180399
M4,20.019744433032788
M3,20.154402877068815
M4,20.00938944242187
M2,20.042536953118272
M4,20.030755771064804
M4,20.01605861679493
M3,20.264462088247065
M4,20.017744081926544
M3,20.260197943731992
M3,20.221672689771683
M2,20.07340567116164
M4,19.964693119346915
M3,20.203322229451103
M4,20.05552443289165
M2,20.016742285818683
M4,20.04033098538241
M1,19.948026412194633
M1,20.04177447807265
M3,20.225126801441732
M3,20.1949597172892
M4,19.9808625556083
M2,19.94977687264076
M3,20.222246197990735
M3,20.20215356183766
M4,20.03082454490944
M3,20.22769129854698
M2,19.988803680036444
M4,19.99305362536964
M1,19.981129456487512
M4,20.007039343254704
M1,19.982993145109145
M2,20.053174241020415
M4,19.940089228085903
M3,20.224954442725913
M4,20.04298633478463
M3,20.24589036685106
M3,20.163202960624236
M2,19.975533003668435
M1,19.95525765659907
M1,20.005235501689334
M2,19.963345232778277
M1,19.979065264469593
M3,20.25021772001818
M4,20.013235758328573
M4,19.98821267199871
M2,20.010273669550195
M4,20.01227757670804
M4,20.07335655362196
M4,20.007868904997515
M2,20.018888956843316
M2,20.00005111015987
M4,20.03716288234992
M1,19.933512521282033
M2,20.05402278334048
M1,19.93152522466549
M4,19.98163184246504
M3,20.215163746308363
M1,19.93360885023505
M1,20.027778271037732
M3,20.2258152257379
M3,20.20313998724494
M4,19.94862377542483
M2,20.05846741002212
M4,20.04148035825535
M2,20.01698816206544
M4,20.02337411098157
M1,20.001967574529655
M1,19.94523299930644
M1,19.947990421603507
M2,20.009657593459956
M4,20.015094251579175
M1,19.99662989134337
